"LIMIT_BAL","SEX","EDU_GRAD_SCHOOL","EDU_UNIVERSITY","EDU_HIGH_SCHOOL","EDU_OTHER","MARITAL_MARRIED","MARITAL_SINGLE","MARITAL_OTHER","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","DELTA_1","DELTA_2","DELTA_3","DELTA_4","DELTA_5","DELTA_6","default payment next month"
140000,1,1,0,0,0,0,1,0,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
30000,0,0,1,0,0,0,1,0,25,0,0,0,0,0,0,24460,25531,27634,27409,29265,0,1
110000,1,0,1,0,0,1,0,0,34,0,0,2,2,2,2,38780,46076,48989,42900,52123,46131,0
90000,1,0,0,1,0,1,0,0,39,-1,-1,-1,-1,-1,-1,3544,-814,1313,-683,-1570,683,0
40000,1,1,0,0,0,0,1,0,27,1,-1,-1,-2,-1,-1,-450,450,0,-247,247,0,0
110000,1,1,0,0,0,1,0,0,29,-1,-1,-1,-1,0,-1,1881,0,-1380,2760,-320,1700,0
640000,1,1,0,0,0,0,1,0,30,0,0,0,0,0,0,112714,73893,58256,33337,21118,1483,0
20000,0,0,0,1,0,0,1,0,51,0,0,0,0,-1,-1,4953,12714,12249,11510,900,0,0
50000,1,0,1,0,0,1,0,0,36,0,0,0,0,0,0,42451,44293,46393,7955,7990,-1948,0
30000,0,0,1,0,0,1,0,0,25,-1,-1,-2,-1,2,2,29138,29910,-25919,24919,26383,6408,0
140000,1,0,1,0,0,0,1,0,32,0,0,0,0,0,0,131497,130505,133329,115147,117089,118374,0
70000,0,0,1,0,0,0,1,0,36,1,-1,-1,0,0,0,-690,-24876,24500,25136,25275,25198,0
80000,1,0,1,0,0,1,0,0,42,0,0,0,0,0,0,22431,21366,21275,18631,21961,18269,1
100000,1,1,0,0,0,0,1,0,31,-2,-2,-2,-2,-2,-2,0,0,-960,960,-225,806,0
180000,0,0,0,1,0,0,1,0,40,0,0,0,0,0,-1,64407,10147,6052,-21459,-24059,7680,0
50000,1,0,1,0,0,0,1,0,28,0,0,0,0,0,0,46902,38218,26517,24542,25160,26086,0
170000,0,1,0,0,0,1,0,0,35,-1,-1,-2,-2,-2,-1,473,-103,-103,-103,-2503,2297,1
50000,1,0,0,1,0,0,1,0,23,2,2,2,2,2,2,38609,43327,44394,47147,42572,49050,1
140000,0,1,0,0,0,0,1,0,28,0,0,0,0,0,0,130401,134836,96417,97915,98418,104659,1
100000,0,1,0,0,0,0,1,0,29,2,2,2,2,2,2,71696,71717,73984,75308,76701,78630,1
10000,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,7293,8382,7986,8691,9320,9931,0
50000,1,0,1,0,0,0,1,0,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
30000,1,0,1,0,0,1,0,0,24,0,0,0,2,2,0,25248,25656,27580,29565,24319,25738,1
80000,1,0,1,0,0,0,1,0,27,0,0,0,0,-1,0,25069,25425,3600,-68424,67160,42601,0
290000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,252476,258765,202097,204359,208989,213060,0
110000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,-1,6854,7848,9283,8624,8610,-12092,0
30000,1,0,0,1,0,0,1,0,24,1,3,2,2,2,0,23031,22393,19936,23192,21701,21954,0
70000,1,0,1,0,0,1,0,0,23,0,0,0,0,0,0,40897,23336,33757,27219,24231,19430,0
300000,1,1,0,0,0,0,1,0,26,0,0,0,0,0,0,265675,271564,278381,150562,152448,156626,0
30000,0,0,1,0,0,1,0,0,47,0,0,0,0,2,0,22967,24080,21925,30525,27563,27022,1
200000,1,1,0,0,0,0,1,0,36,-2,-2,-2,-2,-1,-1,0,0,-932,-1555,2469,0,0
130000,0,0,1,0,0,0,1,0,27,0,0,0,0,0,0,77640,80749,82468,79412,81422,82717,1
80000,0,1,0,0,0,0,1,0,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
50000,1,0,1,0,0,0,1,0,37,0,0,0,0,0,0,64570,58248,52607,27750,28605,28319,0
310000,1,1,0,0,0,0,1,0,30,0,0,0,0,0,0,31376,32587,29488,26112,24061,8862,0
160000,1,0,1,0,0,1,0,0,31,-2,-2,-2,-2,-2,-2,10868,780,-5100,5100,0,0,0
240000,0,0,1,0,0,1,0,0,30,0,0,0,0,0,0,217672,171452,176146,182855,182406,182086,0
100000,1,0,1,0,0,1,0,0,36,0,0,0,0,0,0,18224,12692,12856,6269,2833,1294,0
200000,1,0,0,0,0,0,1,0,27,0,0,0,0,0,0,94761,82583,81398,85274,81159,85751,0
50000,1,1,0,0,0,0,1,0,38,0,0,0,0,0,0,44298,36372,27793,26595,25482,23879,0
320000,1,0,0,1,0,0,1,0,45,0,0,0,0,0,0,286371,299597,182117,110200,112481,115206,0
60000,0,1,0,0,0,1,0,0,37,0,0,0,0,0,0,55435,57812,26419,26927,27352,28043,0
60000,0,0,1,0,0,1,0,0,43,0,0,0,0,0,-1,53772,35584,2401,21794,16449,950,0
50000,0,0,1,0,0,1,0,0,42,0,0,0,0,0,-1,43967,45891,16755,9069,5455,-10427,1
360000,0,0,1,0,0,1,0,0,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
60000,1,0,1,0,0,0,1,0,32,0,0,0,0,0,0,58132,55185,55863,18045,14434,5301,0
210000,1,0,1,0,0,0,1,0,28,0,0,-1,0,0,-2,2101,-129939,249323,138177,858,-967,0
20000,0,0,1,0,0,1,0,0,39,2,2,2,2,2,2,19091,19284,19927,20747,18500,20482,1
100000,1,0,1,0,0,1,0,0,40,-1,-1,0,0,0,-1,-40608,11731,51996,24532,-51254,56778,0
200000,1,1,0,0,0,0,1,0,32,0,0,0,0,0,0,46298,7219,8000,8660,11340,0,0
180000,1,0,1,0,0,1,0,0,28,-2,-2,-2,-2,-2,-2,-13759,3585,2795,2206,-13380,9708,0
70000,1,1,0,0,0,0,1,0,50,0,0,0,0,0,0,61315,48532,48741,20033,28186,24430,1
170000,1,0,1,0,0,0,1,0,48,0,0,0,0,0,0,78974,82334,83803,85453,87290,88455,0
80000,0,1,0,0,0,0,1,0,36,0,0,0,0,0,0,66431,64706,64773,62681,59352,65208,0
400000,1,1,0,0,0,1,0,0,41,-1,-1,-1,0,0,0,-1266,-17869,17838,18242,20368,-174305,0
140000,1,0,1,0,0,1,0,0,40,0,0,0,0,0,0,133241,107485,81465,38202,38646,31279,0
60000,0,0,0,1,0,1,0,0,57,0,0,0,0,0,0,19603,15587,10816,5906,2489,0,0
360000,0,1,0,0,0,1,0,0,44,0,0,0,0,0,0,318502,327782,326216,339537,130331,114027,0
240000,1,0,1,0,0,1,0,0,43,0,0,0,0,0,0,46302,47078,45344,43827,37527,39568,0
80000,1,0,1,0,0,0,1,0,27,1,2,0,0,0,0,57004,53320,42088,37225,38717,28797,0
270000,1,0,1,0,0,0,1,0,39,0,0,0,0,0,0,111995,114386,117052,114078,116435,118660,0
30000,1,0,0,1,0,1,0,0,39,2,2,2,2,2,2,15952,24993,22283,24796,26435,23759,0
480000,0,1,0,0,0,1,0,0,58,-2,-2,-2,-2,-2,-2,24606,-149964,129659,12851,-63428,-131667,1
160000,0,0,1,0,0,1,0,0,50,-1,-1,-1,-1,-1,-1,269,-697,0,-198,-446,939,0
180000,1,0,1,0,0,0,1,0,34,2,0,0,0,2,2,48245,53002,50185,55458,55751,56974,1
300000,0,1,0,0,0,0,1,0,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
200000,1,1,0,0,0,0,1,0,31,0,0,0,0,0,0,185066,182128,184673,184851,186148,186337,0
50000,1,0,1,0,0,0,1,0,30,0,0,0,0,0,0,35522,36614,38171,38713,38064,41382,0
320000,1,0,0,1,0,1,0,0,39,-1,-1,-1,-1,-1,0,-38614,33335,0,669,-2394,3601,0
30000,1,1,0,0,0,1,0,0,35,2,0,0,0,0,0,26203,27387,26148,25592,22774,22629,1
500000,1,1,0,0,0,1,0,0,38,-2,-2,-2,-2,-2,-2,-8869,374,2378,-4907,-3695,2653,0
360000,0,1,0,0,0,1,0,0,40,0,-1,-1,-2,-1,2,-19599,40713,-34079,-119658,42955,-1998,0
50000,1,0,1,0,0,1,0,0,53,0,0,2,0,0,0,11868,13307,13762,13232,15788,15912,1
80000,1,1,0,0,0,0,1,0,29,0,0,0,0,2,2,59284,59896,59773,65373,66938,68141,0
10000,0,0,1,0,0,0,1,0,23,0,0,0,0,0,0,4045,5426,6813,5469,5988,7347,0
280000,1,1,0,0,0,0,1,0,23,0,0,0,0,0,0,256126,229354,194026,188491,187732,182122,0
300000,1,0,1,0,0,1,0,0,31,-1,-1,-1,-1,-1,-1,-1158,-892,4768,-4704,-4911,-466,0
280000,1,1,0,0,0,1,0,0,34,0,0,0,0,0,0,223833,212434,198167,108102,91049,74531,0
170000,0,0,1,0,0,1,0,0,42,0,0,0,0,0,0,158717,126485,115767,112953,111278,112911,0
260000,1,1,0,0,0,1,0,0,36,0,0,0,0,-1,0,82273,86888,9288,-413122,132643,144652,0
360000,0,0,1,0,0,1,0,0,44,1,-1,-1,-1,-1,-1,-589,583,-3474,2065,1168,-608,0
360000,1,0,1,0,0,0,1,0,31,-1,0,0,0,0,-1,7676,4608,2526,10166,-55960,59863,0
200000,0,0,0,1,0,1,0,0,38,0,0,0,0,0,0,173314,171733,174331,173814,160555,160997,0
50000,1,1,0,0,0,0,1,0,28,0,0,0,0,0,0,19814,20863,22585,22855,23549,23990,0
130000,1,0,0,1,0,1,0,0,45,1,-1,2,-1,-1,-1,-780,780,-150,-10500,10087,-8669,0
20000,0,0,1,0,0,1,0,0,32,0,0,2,0,0,0,16468,20844,18512,18482,18857,19521,1
50000,1,0,0,1,0,1,0,0,52,0,0,2,-1,0,0,21260,13238,-14234,14080,10773,9931,1
190000,1,1,0,0,0,1,0,0,30,-1,-1,-1,-1,-1,-1,6436,500,-19000,0,0,0,0
140000,0,0,1,0,0,1,0,0,36,-1,-1,0,0,0,0,-15790,15350,14378,9068,15346,15230,0
70000,1,0,1,0,0,1,0,0,40,0,0,0,0,0,0,67341,16472,20066,20515,10990,-150,0
150000,1,1,0,0,0,0,1,0,36,0,0,-2,-2,-2,-2,15447,0,0,0,0,0,0
140000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,121583,127734,127135,120622,121495,114004,0
50000,0,0,1,0,0,0,1,0,27,2,0,0,0,0,0,46087,45537,47479,17616,18196,17226,1
350000,1,1,0,0,0,1,0,0,55,-1,-1,-1,-1,-1,-1,1583,301,-5831,3337,2863,-1537,0
80000,0,0,1,0,0,0,1,0,53,3,2,0,0,0,0,35637,32783,34698,35094,35989,38341,1
400000,0,1,0,0,0,0,1,0,34,1,-2,-2,-1,-1,0,-5,-5,-1309,-3076,3349,2034,0
170000,1,1,0,0,0,1,0,0,38,0,0,0,0,0,0,68380,62424,38210,20096,18397,2817,0
20000,1,0,1,0,0,0,0,1,47,1,2,0,0,0,0,8325,7403,9071,9480,9436,10400,0
450000,0,1,0,0,0,1,0,0,40,-1,-1,2,0,0,0,16265,19093,-342,4782,-1243,12382,0
200000,1,0,0,1,0,1,0,0,36,1,-2,-2,-1,-1,-1,-5,-5,-3009,-1805,-204,4233,0
200000,1,1,0,0,0,1,0,0,36,-1,-1,-1,-1,-1,-1,1143,-1909,-77,2173,-7238,4100,0
100000,1,0,0,1,0,1,0,0,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
60000,0,0,1,0,0,1,0,0,39,-1,0,0,0,0,0,12085,9575,14423,11099,9537,14928,0
230000,1,0,1,0,0,1,0,0,37,0,0,0,0,0,0,15037,14549,15883,16620,17353,17901,0
230000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,21524,20897,19172,20512,9894,12183,0
60000,0,0,1,0,0,1,0,0,46,-1,0,-1,0,0,0,2761,-6180,6463,6464,5354,-11555,0
160000,1,1,0,0,0,1,0,0,34,1,-2,-2,-1,-1,-2,5520,0,-708,148,560,-560,0
310000,0,1,0,0,0,1,0,0,34,-1,-1,-2,-1,-1,0,493,-7,-514,-236,733,-58,1
430000,1,1,0,0,0,0,1,0,30,-1,-1,-1,-1,-1,-1,27773,-41021,-37884,72859,-76287,71146,0
240000,1,1,0,0,0,1,0,0,47,1,-2,-2,-1,0,0,-40,-40,-1240,1160,1160,0,0
60000,0,0,1,0,0,0,1,0,29,0,0,0,0,0,0,51550,52555,13177,15982,13296,17048,0
30000,0,0,1,0,0,0,1,0,28,0,0,0,0,0,-2,24054,23144,23775,18585,0,0,0
180000,0,0,1,0,0,1,0,0,30,-1,-1,-1,-1,0,-1,0,0,-375,750,-24,0,1
20000,0,0,1,0,0,0,1,0,24,1,2,3,2,2,2,14506,18342,16955,17967,16137,18647,0
30000,0,1,0,0,0,0,1,0,24,2,2,0,0,0,0,16035,14223,15455,16056,16250,16553,1
320000,1,0,1,0,0,1,0,0,55,-2,-2,-2,-2,-2,-2,7880,-3841,2420,-46351,33351,14429,0
500000,0,0,1,0,0,0,1,0,32,-1,-1,0,0,0,-1,-22,-242,550,158,-15217,-85546,1
170000,1,0,1,0,0,1,0,0,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
20000,1,0,1,0,0,0,1,0,24,0,0,0,0,0,0,19489,19248,18991,19609,17136,20467,0
360000,1,1,0,0,0,0,1,0,29,0,0,0,0,0,-1,68632,50828,49740,12824,-5317,-5027,0
90000,1,1,0,0,0,0,1,0,24,0,0,0,0,0,2,27726,16390,27618,24382,27546,7021,0
100000,1,1,0,0,0,1,0,0,40,-1,-1,-1,0,-1,-1,0,-390,780,0,-6750,5910,0
100000,0,1,0,0,0,0,1,0,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
170000,0,1,0,0,0,1,0,0,38,-2,-2,-2,-2,-2,-2,0,0,-1012,1012,0,-492,0
100000,1,0,1,0,0,0,1,0,32,2,0,0,0,2,2,47332,49644,50905,55133,60197,54926,0
20000,0,1,0,0,0,0,1,0,27,-1,-1,2,-1,0,-1,-440,2699,481,780,-930,1320,0
220000,0,0,1,0,0,1,0,0,32,-1,-1,-1,-1,-1,-1,-1517,-2753,4599,-607,599,-607,0
470000,1,1,0,0,0,0,1,0,31,-2,-2,-2,-2,-2,-2,12625,4443,-7777,6592,2302,-6736,0
100000,1,0,1,0,0,0,1,0,24,0,-1,-1,-1,-1,-1,2783,1633,8705,-4290,4290,0,0
10000,0,0,1,0,0,0,1,0,23,-1,-1,0,-1,-1,-1,-4503,5007,6080,390,-780,780,0
230000,1,1,0,0,0,0,1,0,29,-1,-1,-1,-1,0,-1,2521,-14009,3991,5627,-2824,1039,0
50000,1,1,0,0,0,0,1,0,28,2,2,2,2,2,2,29836,30539,32114,30482,32507,32898,0
50000,0,0,0,1,0,1,0,0,30,0,0,0,0,0,0,47942,47881,45418,18980,18547,19477,1
120000,1,0,1,0,0,0,1,0,30,0,0,0,0,0,0,112272,110244,111752,112767,113762,108268,0
160000,1,1,0,0,0,1,0,0,33,-1,-1,-1,-1,-1,-1,-364,-12286,9239,-948,-5108,8911,1
120000,0,1,0,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,0,0,0,0,-150,150,0
30000,1,0,1,0,0,0,1,0,21,0,0,0,0,0,0,25237,25492,25768,24067,25465,25652,0
180000,1,1,0,0,0,0,1,0,29,-2,-2,-2,-2,-2,-2,100,0,0,0,0,0,0
30000,0,1,0,0,0,0,1,0,23,0,0,0,0,0,0,28791,26436,28380,28688,27614,27787,0
200000,1,1,0,0,0,1,0,0,40,-1,-1,-1,-1,-2,-2,2876,-10930,11314,-71,-467,-2863,0
10000,1,0,1,0,0,0,1,0,33,0,0,0,0,0,0,-3741,17679,19038,19518,9215,-354,0
230000,0,0,1,0,0,0,1,0,39,0,0,0,0,0,0,33643,26661,13586,9832,6556,3284,0
200000,1,0,0,1,0,1,0,0,53,0,0,0,0,0,0,119527,124008,125376,128107,131159,133341,0
110000,0,0,1,0,0,1,0,0,46,0,0,0,0,2,0,41866,45546,42485,50740,47185,47928,1
50000,0,0,1,0,0,1,0,0,40,0,0,0,0,0,0,17319,9567,9294,9801,8810,9167,0
50000,1,1,0,0,0,0,1,0,23,0,0,0,0,-1,0,45982,44224,9651,-54897,46311,46354,0
220000,0,1,0,0,0,1,0,0,43,-2,-2,-2,-2,-2,-2,4970,-96174,94483,-1378,-9821,10993,0
500000,0,1,0,0,0,1,0,0,43,-1,-1,2,-1,-1,0,-21688,35796,-7988,-104511,104088,95442,0
140000,0,1,0,0,0,1,0,0,43,0,0,0,0,0,0,95486,92266,81812,68493,67909,62154,0
50000,1,1,0,0,0,0,1,0,30,2,0,0,0,0,0,1761,2927,4683,4592,2088,8134,0
50000,0,0,1,0,0,0,1,0,24,0,0,0,0,0,0,4596,7111,8784,9258,9226,9729,0
150000,1,1,0,0,0,0,1,0,32,0,0,0,0,0,0,112908,101664,106739,107520,109312,112626,0
150000,0,1,0,0,0,0,1,0,35,1,2,2,2,2,2,137376,141107,141409,143185,152024,131610,0
240000,0,0,0,1,0,1,0,0,43,0,0,0,0,0,0,182953,185248,183288,179770,173458,172222,0
180000,0,1,0,0,0,0,1,0,31,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0
240000,0,0,1,0,0,1,0,0,44,-1,-1,-1,-1,0,-1,-3636,-4104,6298,4212,1863,-984,0
150000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,2,132299,134422,108722,111267,147851,142929,0
260000,1,0,0,1,0,1,0,0,41,-1,-1,-2,-1,-1,-1,1141,-4,-2185,2019,158,0,0
160000,1,1,0,0,0,1,0,0,34,-1,-1,-1,-1,-1,-1,0,0,-420,-2500,-1524,-4984,0
290000,1,0,1,0,0,1,0,0,39,0,0,0,0,0,0,53281,57061,60710,64452,68627,70890,0
240000,0,1,0,0,0,0,1,0,48,0,0,0,0,0,0,111558,111196,116245,117736,120599,123506,0
50000,0,0,1,0,0,1,0,0,56,1,2,0,0,0,0,32134,29232,10360,10093,9452,10400,0
170000,1,0,0,1,0,1,0,0,46,-1,-1,-1,-1,-1,0,123,-5313,4207,-92741,89787,92468,0
130000,1,1,0,0,0,1,0,0,46,0,0,0,0,0,0,142188,134767,137347,87225,87605,88949,1
80000,0,1,0,0,0,0,1,0,27,1,-2,-2,-1,0,0,0,0,-8956,8956,8956,0,0
30000,0,1,0,0,0,1,0,0,45,0,0,0,0,0,-2,27029,25243,27843,29373,0,0,0
100000,1,0,0,1,0,1,0,0,40,0,0,0,0,0,0,93263,90834,83360,74594,75030,75506,0
10000,0,0,1,0,0,0,1,0,23,2,0,0,0,0,0,7344,7808,8934,8844,9197,9184,0
320000,1,1,0,0,0,0,1,0,30,-2,-2,-2,-2,-2,-2,-200,-3496,2666,-643,-5067,4153,0
50000,0,0,1,0,0,1,0,0,36,0,0,0,-2,-2,-2,45612,50525,0,0,0,0,0
80000,0,1,0,0,0,0,1,0,29,1,2,2,-2,-2,-2,47393,30012,0,0,0,0,1
70000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,20406,18068,22077,27587,23865,19969,1
700000,1,0,1,0,0,0,1,0,28,0,0,0,0,0,0,14070,10204,8856,5375,4126,1680,0
360000,1,1,0,0,0,0,1,0,26,-1,-1,-1,-1,-1,-1,-37092,22185,16626,-4128,3049,-10427,0
380000,0,1,0,0,0,0,1,0,30,0,0,0,0,0,0,182009,98408,170710,108959,77206,72288,0
50000,0,0,1,0,0,0,1,0,40,0,0,0,0,0,0,32807,11168,47100,4514,8126,-8077,0
20000,0,0,1,0,0,1,0,0,45,1,2,0,0,0,-2,20011,153,10053,10670,-120,-120,1
350000,1,1,0,0,0,0,1,0,33,0,0,0,0,0,0,302299,312682,239490,44597,169651,161798,1
80000,1,1,0,0,0,0,1,0,29,1,-2,-1,0,-1,-1,0,-8061,8061,-1329,4890,4337,1
150000,0,0,0,1,0,1,0,0,35,2,2,2,0,0,0,129215,137833,125572,121038,113836,113865,1
300000,1,1,0,0,0,0,1,0,35,0,0,0,0,0,0,-7752,60363,76514,72038,68845,45452,0
400000,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,383704,262666,190822,162853,133328,121678,0
250000,1,0,1,0,0,1,0,0,35,0,0,0,0,0,0,234661,236690,235122,236601,239103,239533,0
50000,1,1,0,0,0,0,1,0,23,0,0,0,0,0,-1,46923,45809,47040,21191,18233,764,1
230000,1,0,0,1,0,1,0,0,44,-1,-1,-1,-1,-1,-1,43166,6645,-1235,-8899,-2304,418,0
100000,1,0,1,0,0,0,1,0,27,0,0,0,0,2,0,41465,43772,42466,49290,46372,47612,0
380000,0,0,1,0,0,0,1,0,34,-1,2,-1,-1,0,-1,4384,1552,1668,632,0,0,0
260000,1,0,1,0,0,0,1,0,28,0,0,0,0,0,0,242421,365513,219438,195935,182552,174844,0
470000,0,0,1,0,0,0,1,0,31,0,0,0,0,0,0,75833,77062,78718,81334,83948,86279,0
80000,0,0,1,0,0,0,1,0,29,-1,0,0,0,0,0,46017,47021,45351,45170,46023,47025,0
140000,0,1,0,0,0,0,1,0,36,0,0,0,0,0,0,70177,61836,51578,46788,42070,42854,1
140000,0,1,0,0,0,1,0,0,45,2,2,2,2,2,2,61893,62271,66606,54940,70677,75316,1
50000,0,0,1,0,0,1,0,0,36,2,2,2,2,0,0,50808,45028,47265,19996,18862,19135,1
180000,1,0,1,0,0,1,0,0,37,0,0,0,0,0,0,13460,13353,13109,-21832,37188,34829,1
30000,1,0,1,0,0,0,1,0,23,4,3,2,2,3,2,15847,14158,14510,16752,15397,16583,1
30000,1,0,1,0,0,0,1,0,22,2,0,0,0,0,3,16796,18489,18142,21838,28453,25499,1
50000,1,1,0,0,0,1,0,0,25,0,0,0,0,0,0,28951,29739,30787,28159,28209,28841,1
250000,1,1,0,0,0,0,1,0,35,1,2,0,0,0,0,45429,33357,30657,20356,16609,4553,0
310000,1,0,1,0,0,0,1,0,25,0,-1,0,-1,-1,-1,-96926,129025,55967,260,-2087,1809,0
360000,1,0,1,0,0,1,0,0,51,1,-2,-1,-1,-1,-1,0,-780,-150,0,150,0,0
50000,0,0,1,0,0,0,1,0,31,0,0,0,0,-1,-1,46640,46483,40850,-400,-19200,-9600,0
480000,1,1,0,0,0,0,1,0,30,0,0,-1,0,0,-1,75729,-37859,4679,37469,16853,-7814,0
50000,1,1,0,0,0,0,1,0,24,-1,-1,-1,-1,-1,-1,0,555,-945,555,243,-780,0
160000,0,0,1,0,0,0,1,0,37,1,-2,-2,-2,-1,-1,0,0,0,-461,-142,-226,0
140000,1,1,0,0,0,0,1,0,30,0,0,0,0,0,0,3775,4337,5955,5347,7425,8592,0
310000,1,1,0,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,510,-770,-1057,-7067,371,-4474,0
30000,1,1,0,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,5173,0,0,-7632,-5341,5696,0
40000,1,0,1,0,0,1,0,0,27,1,2,0,0,0,0,11310,8288,10896,11675,16265,14974,0
80000,0,0,0,1,0,1,0,0,55,0,0,0,0,0,0,54788,73867,67114,46784,38508,45587,0
30000,1,0,1,0,0,0,1,0,41,0,0,0,0,0,0,23397,23731,26579,24189,21572,17690,0
200000,1,0,1,0,0,0,1,0,26,-2,-2,-2,-2,-2,-2,56679,-853,-161276,320514,2717,1449,0
270000,1,0,0,1,0,1,0,0,42,2,0,0,0,0,0,103408,100042,86221,83796,83143,82362,0
180000,0,1,0,0,0,0,1,0,32,0,0,0,0,0,0,146874,146018,141396,131531,132502,131528,0
180000,1,0,1,0,0,0,1,0,34,-1,-1,-1,-1,-1,-1,-6,4,7,-24,1,-563,0
10000,0,0,0,1,0,0,1,0,21,0,0,2,0,0,0,2397,6457,6154,6028,6280,0,0
120000,0,1,0,0,0,1,0,0,48,-1,-1,-1,-1,-1,-1,0,0,210,-720,360,-360,1
30000,0,1,0,0,0,0,1,0,36,2,0,0,0,0,0,22796,24284,25018,25202,21939,15606,1
300000,1,1,0,0,0,1,0,0,30,1,-2,-1,0,-1,-1,-6027,-16027,3973,2729,-387,-369,0
50000,1,0,0,1,0,1,0,0,61,2,0,0,0,2,0,3881,5010,6329,6354,4775,3674,0
150000,0,0,0,1,0,1,0,0,58,-2,-2,-2,-2,-1,2,0,0,0,-7043,7043,-1559,0
300000,1,0,1,0,0,0,1,0,36,-1,2,2,-1,-1,-1,1038,654,-780,630,-640,-570,0
50000,0,0,1,0,0,0,1,0,26,0,0,0,0,0,0,45565,47375,28501,28849,27176,27752,0
10000,0,0,1,0,0,0,1,0,34,0,0,0,0,0,0,6946,6942,9756,9936,10116,18636,0
260000,1,0,1,0,0,0,1,0,35,-1,-1,-1,-1,-1,-1,0,0,0,-6,6,-33,0
400000,1,1,0,0,0,1,0,0,28,-1,-1,2,0,0,0,-398516,405016,377178,379372,366410,410127,0
50000,1,0,1,0,0,0,1,0,39,0,0,0,0,0,0,22262,13020,15460,15888,16464,17575,0
50000,1,0,1,0,0,0,1,0,22,2,2,2,0,0,0,47974,51688,49224,28573,27757,27660,0
280000,1,1,0,0,0,0,1,0,28,-1,-1,-1,0,0,-1,20,-8191,2,2476,8969,10784,0
10000,1,0,1,0,0,0,1,0,22,0,0,0,0,0,0,8869,7605,8599,5839,5099,4210,0
80000,1,0,1,0,0,1,0,0,32,1,2,0,0,0,0,73181,68452,69851,71466,73192,73016,0
150000,1,0,0,1,0,1,0,0,52,-1,-1,-1,-1,-1,-1,-955,-298,-861,-783,2847,0,0
20000,1,0,1,0,0,0,1,0,53,4,4,3,3,2,2,18396,16526,17377,19118,17079,19812,0
50000,0,0,1,0,0,0,1,0,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
170000,1,1,0,0,0,0,1,0,31,1,-1,-1,-2,-2,-1,-843,843,0,0,-1880,1424,0
130000,1,0,1,0,0,0,1,0,33,0,0,0,0,0,0,76877,67860,61951,55750,49844,44826,0
50000,1,0,1,0,0,0,1,0,29,-1,-1,-1,0,0,0,502,-10711,11512,11512,8490,-950,0
50000,1,0,0,1,0,0,1,0,27,1,2,2,2,0,0,12460,7500,10319,8343,6298,5495,0
180000,0,0,1,0,0,1,0,0,40,0,0,0,0,0,0,121937,107884,47475,48840,48090,46345,1
20000,1,0,1,0,0,1,0,0,50,0,0,2,2,2,2,5918,14913,11382,16820,15107,16287,0
410000,0,1,0,0,0,0,1,0,29,0,0,0,0,0,0,50592,47344,41047,38987,34403,30511,0
50000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,24952,26535,27676,28215,28622,29353,0
270000,1,0,1,0,0,1,0,0,47,-2,-2,-2,-2,-2,-2,900,0,0,0,0,-2966,0
80000,1,1,0,0,0,0,1,0,24,-1,-1,-1,-1,0,-1,-177,4031,-8624,8688,5933,2793,0
140000,1,0,0,1,0,0,1,0,48,0,0,0,0,0,0,123915,129161,108948,56672,57199,-2507,0
60000,0,0,1,0,0,1,0,0,29,2,2,2,2,2,2,38587,41642,37325,41542,42499,45222,1
180000,1,1,0,0,0,0,1,0,26,2,2,0,0,0,0,182218,168980,257878,124001,126014,125776,0
320000,1,1,0,0,0,0,1,0,34,-2,-2,-2,-2,-2,-2,-532,-536,-528,-1336,-1336,-1336,0
40000,0,0,1,0,0,0,1,0,26,3,3,2,2,2,2,4854,6407,5056,6646,7384,6409,1
380000,1,1,0,0,0,0,1,0,32,-1,-1,-1,-1,-1,-1,-2451,-45821,82107,-10846,3251,6777,0
150000,1,0,1,0,0,1,0,0,36,1,2,2,4,3,2,116204,117610,142876,137097,133292,136447,0
110000,1,1,0,0,0,0,1,0,25,0,0,0,0,0,0,61334,54768,52241,42597,40077,32770,0
110000,0,1,0,0,0,0,1,0,26,0,0,0,0,0,0,106954,95414,48977,49917,50953,52063,0
